geneID	string_protein_id	propagate_scores
NTRK1	9606.ENSP00000431418	0.020704966922311174
PDGFRB	9606.ENSP00000261799	0.020570732019270024
KIT	9606.ENSP00000288135	0.02054061800476896
RET	9606.ENSP00000347942	0.020470083564050355
PDGFRA	9606.ENSP00000257290	0.020417645944195012
CSF1R	9606.ENSP00000286301	0.020095541497358392
ABL1	9606.ENSP00000361423	0.020060985788529568
DDR1	9606.ENSP00000427552	0.019697964025527186
COL1A1	9606.ENSP00000225964	0.004319309555350547
COL3A1	9606.ENSP00000304408	0.003932494805429201
CDH1	9606.ENSP00000261769	0.003919588691829112
COL5A1	9606.ENSP00000360882	0.003905058048040749
TM4SF1	9606.ENSP00000304277	0.0036581637413139172
EGFR	9606.ENSP00000275493	0.0034597923207308427
GRB2	9606.ENSP00000376345	0.0026962903025315767
ERBB2	9606.ENSP00000269571	0.0025152878235866916
SRC	9606.ENSP00000362680	0.002435346392052412
EGF	9606.ENSP00000265171	0.002122524215942139
STAT3	9606.ENSP00000264657	0.0021137452347584802
SHC1	9606.ENSP00000401303	0.0020374615010899794
PIK3R1	9606.ENSP00000428056	0.002009708671557337
PIK3CA	9606.ENSP00000263967	0.00196107676609704
IL6	9606.ENSP00000385675	0.0019420332713804517
TP53	9606.ENSP00000269305	0.0019174117735447662
FN1	9606.ENSP00000346839	0.0018771178056369755
INS	9606.ENSP00000380432	0.0018438276435342482
KRAS	9606.ENSP00000256078	0.0018428079132279912
CTNNB1	9606.ENSP00000495360	0.0017680097962167
IGF1	9606.ENSP00000376637	0.001717236918407748
NGF	9606.ENSP00000358525	0.0017124526342200952
BDNF	9606.ENSP00000414303	0.0017073662178803512
PTPN11	9606.ENSP00000489597	0.0016771546968074873
CBL	9606.ENSP00000264033	0.001667809077024788
GDNF	9606.ENSP00000409007	0.0016676458528520539
FGF2	9606.ENSP00000264498	0.0015974155245307025
KDR	9606.ENSP00000263923	0.001574975867616701
PIK3R2	9606.ENSP00000222254	0.0015170110907700895
PLCG1	9606.ENSP00000244007	0.0014942248243440827
JAK2	9606.ENSP00000371067	0.0014732098138067573
HRAS	9606.ENSP00000407586	0.0014635480702895264
PIK3R3	9606.ENSP00000262741	0.0014510021037254738
FGFR1	9606.ENSP00000393312	0.0014259963854925347
HGF	9606.ENSP00000222390	0.0014239551406594808
CRK	9606.ENSP00000300574	0.0014144054985767431
CD44	9606.ENSP00000398632	0.0014055603911970354
NRAS	9606.ENSP00000358548	0.0013636757919132795
AKT1	9606.ENSP00000451828	0.0013573889717249526
TGFB1	9606.ENSP00000221930	0.0013459287827147295
IGF1R	9606.ENSP00000497069	0.0013311137060129387
IFNG	9606.ENSP00000229135	0.0013214156776377324
