,feature,model,i,tissue,y_true,pred_bin,pred_prob
0,IMPRES,LR,0,BLCA,0,1,0.5029539432258135
1,IMPRES,LR,1,BLCA,0,0,0.45660409540926483
2,IMPRES,LR,2,BLCA,0,1,0.5269425914335899
3,IMPRES,LR,3,BLCA,0,1,0.5516574221610191
4,IMPRES,LR,4,BLCA,1,1,0.5467345586803224
5,IMPRES,LR,5,BLCA,1,1,0.502918412936409
6,IMPRES,LR,6,BLCA,1,0,0.45158574791070605
7,IMPRES,LR,7,BLCA,1,1,0.5256038991728472
8,IMPRES,LR,8,BLCA,0,1,0.5029539432258135
9,IMPRES,LR,9,BLCA,0,0,0.45660409540926483
10,IMPRES,LR,10,BLCA,0,1,0.5029539432258135
11,IMPRES,LR,11,BLCA,0,1,0.5029539432258135
12,IMPRES,LR,12,BLCA,0,0,0.43396037600024884
13,IMPRES,LR,13,BLCA,0,1,0.5269425914335899
14,IMPRES,LR,14,BLCA,0,1,0.5269425914335899
15,IMPRES,LR,15,BLCA,0,0,0.4795546300929685
16,IMPRES,LR,16,BLCA,0,1,0.5029539432258135
17,IMPRES,LR,17,BLCA,0,0,0.45660409540926483
18,IMPRES,LR,18,BLCA,1,0,0.47835828634267696
19,IMPRES,LR,19,BLCA,1,1,0.5256038991728472
20,IMPRES,LR,20,BLCA,0,0,0.4795546300929684
21,IMPRES,LR,21,BLCA,0,0,0.4795546300929684
22,IMPRES,LR,22,BLCA,0,1,0.5269425914335899
23,IMPRES,LR,23,BLCA,0,0,0.45660409540926483
24,IMPRES,LR,24,BLCA,0,1,0.5269425914335899
25,IMPRES,LR,25,BLCA,0,1,0.5269425914335899
26,IMPRES,LR,26,BLCA,0,1,0.5029539432258135
27,IMPRES,LR,27,BLCA,0,1,0.5029539432258135
28,IMPRES,LR,28,BLCA,0,1,0.5269425914335899
29,IMPRES,LR,29,BLCA,0,1,0.5269425914335899
30,IMPRES,LR,30,BLCA,0,1,0.5029539432258135
31,IMPRES,LR,31,BLCA,1,1,0.502918412936409
32,IMPRES,LR,32,BLCA,0,1,0.5029539432258135
33,IMPRES,LR,33,BLCA,0,1,0.5029539432258135
34,IMPRES,LR,34,BLCA,0,0,0.45660409540926483
35,IMPRES,LR,35,BLCA,0,0,0.4795546300929684
36,IMPRES,LR,36,BLCA,0,1,0.5029539432258135
37,IMPRES,LR,37,BLCA,1,1,0.502918412936409
38,IMPRES,LR,38,BLCA,0,1,0.5029539432258135
39,IMPRES,LR,39,BLCA,0,1,0.5269425914335899
40,IMPRES,LR,40,BLCA,1,1,0.5467345586803224
41,IMPRES,LR,41,BLCA,0,1,0.5029539432258135
42,IMPRES,LR,42,BLCA,0,0,0.4795546300929685
43,IMPRES,LR,43,BLCA,0,1,0.5029539432258135
44,IMPRES,LR,44,BLCA,1,0,0.47835828634267696
45,IMPRES,LR,45,BLCA,1,0,0.47835828634267696
46,IMPRES,LR,46,BLCA,0,0,0.45660409540926483
47,IMPRES,LR,47,BLCA,0,0,0.4795546300929685
48,IMPRES,LR,48,BLCA,1,1,0.502918412936409
49,IMPRES,LR,49,BLCA,0,1,0.5029539432258135
50,IMPRES,LR,50,BLCA,0,0,0.4795546300929685
51,IMPRES,LR,51,BLCA,0,0,0.4795546300929685
52,IMPRES,LR,52,BLCA,0,1,0.5269425914335899
53,IMPRES,LR,53,BLCA,0,1,0.5029539432258135
54,IMPRES,LR,54,BLCA,0,0,0.4795546300929685
55,IMPRES,LR,55,BLCA,0,0,0.4795546300929685
56,IMPRES,LR,56,BLCA,0,1,0.5516574221610191
57,IMPRES,LR,57,BLCA,0,0,0.4795546300929684
58,IMPRES,LR,58,BLCA,1,1,0.502918412936409
59,IMPRES,LR,59,BLCA,1,1,0.502918412936409
60,IMPRES,LR,60,BLCA,0,0,0.45660409540926483
61,IMPRES,LR,61,BLCA,1,1,0.502918412936409
62,IMPRES,LR,62,BLCA,0,1,0.5029539432258135
63,IMPRES,LR,63,BLCA,1,1,0.5467345586803224
64,IMPRES,LR,64,BLCA,0,0,0.4795546300929685
65,IMPRES,LR,65,BLCA,0,1,0.577227803869407
66,IMPRES,LR,66,BLCA,0,1,0.5269425914335899
67,IMPRES,LR,67,BLCA,0,1,0.5269425914335899
68,IMPRES,LR,68,BLCA,0,1,0.5029539432258135
69,IMPRES,LR,69,BLCA,0,1,0.5029539432258135
70,IMPRES,LR,70,BLCA,0,0,0.4795546300929684
71,IMPRES,LR,71,BLCA,0,1,0.5029539432258135
72,IMPRES,LR,72,BLCA,0,0,0.4114815572044781
73,IMPRES,LR,73,BLCA,0,1,0.5516574221610191
74,IMPRES,LR,74,BLCA,1,1,0.5256038991728472
75,IMPRES,LR,75,BLCA,0,1,0.5269425914335899
76,IMPRES,LR,76,BLCA,1,0,0.47835828634267696
77,IMPRES,LR,77,BLCA,0,0,0.4795546300929684
78,IMPRES,LR,78,BLCA,0,1,0.5029539432258135
79,IMPRES,LR,79,BLCA,0,1,0.5269425914335899
80,IMPRES,LR,80,BLCA,0,1,0.5029539432258135
81,IMPRES,LR,81,BLCA,0,1,0.5029539432258135
82,IMPRES,LR,82,BLCA,0,1,0.5269425914335899
83,IMPRES,LR,83,BLCA,0,0,0.4114815572044781
84,IMPRES,LR,84,BLCA,0,1,0.5269425914335899
85,IMPRES,LR,85,BLCA,0,0,0.45660409540926483
86,IMPRES,LR,86,BLCA,0,0,0.45660409540926483
87,IMPRES,LR,87,BLCA,0,0,0.4795546300929684
88,IMPRES,LR,88,BLCA,0,1,0.5029539432258135
89,IMPRES,LR,89,BLCA,1,1,0.5256038991728472
90,IMPRES,LR,90,BLCA,0,0,0.45660409540926483
91,IMPRES,LR,91,BLCA,0,1,0.5269425914335899
92,IMPRES,LR,92,BLCA,0,1,0.5516574221610191
93,IMPRES,LR,93,BLCA,1,0,0.47835828634267696
94,IMPRES,LR,94,BLCA,0,0,0.45660409540926483
95,IMPRES,LR,95,BLCA,0,1,0.5029539432258135
96,IMPRES,LR,96,BLCA,0,0,0.45660409540926483
97,IMPRES,LR,97,BLCA,1,1,0.5467345586803224
98,IMPRES,LR,98,BLCA,0,0,0.43396037600024884
99,IMPRES,LR,99,BLCA,0,0,0.4795546300929684
100,IMPRES,LR,100,BLCA,1,1,0.5256038991728472
101,IMPRES,LR,101,BLCA,1,1,0.502918412936409
102,IMPRES,LR,102,BLCA,1,0,0.42225584392044313
103,IMPRES,LR,103,BLCA,0,0,0.4795546300929684
104,IMPRES,LR,104,BLCA,0,0,0.43396037600024884
105,IMPRES,LR,105,BLCA,0,0,0.4795546300929685
106,IMPRES,LR,106,BLCA,0,1,0.5269425914335899
107,IMPRES,LR,107,BLCA,0,1,0.5029539432258135
108,IMPRES,LR,108,BLCA,0,0,0.43396037600024884
109,IMPRES,LR,109,BLCA,0,0,0.4795546300929684
110,IMPRES,LR,110,BLCA,0,0,0.45660409540926483
111,IMPRES,LR,111,BLCA,0,0,0.45660409540926483
112,IMPRES,LR,112,BLCA,0,0,0.4795546300929684
113,IMPRES,LR,113,BLCA,0,1,0.5516574221610191
114,IMPRES,LR,114,BLCA,1,1,0.5467345586803224
115,IMPRES,LR,115,BLCA,1,0,0.47835828634267696
116,IMPRES,LR,116,BLCA,0,1,0.5029539432258135
117,IMPRES,LR,117,BLCA,0,1,0.5029539432258135
118,IMPRES,LR,118,BLCA,0,1,0.5029539432258135
119,IMPRES,LR,119,BLCA,0,1,0.5269425914335899
120,IMPRES,LR,120,BLCA,0,0,0.4795546300929685
121,IMPRES,LR,121,BLCA,0,0,0.45660409540926483
122,IMPRES,LR,122,BLCA,0,1,0.5269425914335899
123,IMPRES,LR,123,BLCA,1,1,0.502918412936409
124,IMPRES,LR,124,BLCA,0,0,0.4795546300929684
125,IMPRES,LR,125,BLCA,0,1,0.5269425914335899
126,IMPRES,LR,126,BLCA,0,0,0.4795546300929685
127,IMPRES,LR,127,BLCA,1,1,0.502918412936409
128,IMPRES,LR,128,BLCA,0,0,0.45660409540926483
129,IMPRES,LR,129,BLCA,1,0,0.47835828634267696
130,IMPRES,LR,130,BLCA,0,1,0.5029539432258135
131,IMPRES,LR,131,BLCA,0,1,0.5029539432258135
132,IMPRES,LR,132,BLCA,0,1,0.5269425914335899
133,IMPRES,LR,133,BLCA,1,1,0.5256038991728472
134,IMPRES,LR,134,BLCA,1,0,0.47835828634267696
135,IMPRES,LR,135,BLCA,0,0,0.4795546300929684
136,IMPRES,LR,136,BLCA,0,1,0.5269425914335899
137,IMPRES,LR,137,BLCA,1,1,0.5467345586803223
138,IMPRES,LR,138,BLCA,1,1,0.5256038991728472
139,IMPRES,LR,139,BLCA,0,1,0.5269425914335899
140,IMPRES,LR,140,BLCA,0,1,0.5029539432258137
141,IMPRES,LR,141,BLCA,0,1,0.5029539432258137
142,IMPRES,LR,142,BLCA,0,1,0.5029539432258137
143,IMPRES,LR,143,BLCA,0,1,0.5029539432258137
144,IMPRES,LR,144,BLCA,1,1,0.5256038991728472
145,IMPRES,LR,145,BLCA,0,1,0.5516574221610191
146,IMPRES,LR,146,BLCA,0,1,0.5269425914335899
147,IMPRES,LR,147,BLCA,0,1,0.5269425914335899
148,IMPRES,LR,148,BLCA,1,0,0.42225584392044313
149,IMPRES,LR,149,BLCA,0,1,0.5269425914335899
150,IMPRES,LR,150,BLCA,0,0,0.4795546300929685
151,IMPRES,LR,151,BLCA,0,1,0.5029539432258135
152,IMPRES,LR,152,BLCA,1,0,0.47835828634267696
153,IMPRES,LR,153,BLCA,0,1,0.5269425914335899
154,IMPRES,LR,154,BLCA,0,1,0.5269425914335899
155,IMPRES,LR,155,BLCA,0,0,0.4795546300929684
156,IMPRES,LR,156,BLCA,0,1,0.5516574221610191
157,IMPRES,LR,157,BLCA,0,0,0.4795546300929685
158,IMPRES,LR,158,BLCA,0,1,0.5029539432258135
159,IMPRES,LR,159,BLCA,1,0,0.47835828634267696
160,IMPRES,LR,160,BLCA,0,0,0.4795546300929684
161,IMPRES,LR,161,BLCA,0,1,0.5029539432258135
162,IMPRES,LR,162,BLCA,1,1,0.5256038991728472
163,IMPRES,LR,163,BLCA,1,1,0.502918412936409
164,IMPRES,LR,164,BLCA,0,1,0.5269425914335899
165,IMPRES,LR,165,BLCA,0,0,0.4795546300929685
166,IMPRES,LR,166,BLCA,0,1,0.5029539432258135
167,IMPRES,LR,167,BLCA,0,0,0.4795546300929685
168,IMPRES,LR,168,BLCA,1,1,0.502918412936409
169,IMPRES,LR,169,BLCA,0,1,0.5269425914335899
170,IMPRES,LR,170,BLCA,0,0,0.4795546300929685
171,IMPRES,LR,171,BLCA,0,1,0.5029539432258135
172,IMPRES,LR,172,BLCA,0,0,0.4795546300929684
173,IMPRES,LR,173,BLCA,0,0,0.4795546300929684
174,IMPRES,LR,174,BLCA,0,1,0.5772278038694069
175,IMPRES,LR,175,BLCA,0,0,0.4795546300929684
176,IMPRES,LR,176,BLCA,0,1,0.5516574221610191
177,IMPRES,LR,177,BLCA,0,0,0.4795546300929684
178,IMPRES,LR,178,BLCA,1,1,0.502918412936409
179,IMPRES,LR,179,BLCA,0,1,0.5029539432258135
180,IMPRES,LR,180,BLCA,0,1,0.5029539432258135
181,IMPRES,LR,181,BLCA,0,1,0.5269425914335899
182,IMPRES,LR,182,BLCA,0,1,0.5029539432258135
183,IMPRES,LR,183,BLCA,0,0,0.43396037600024884
